d,t,ln(t),asin(ln(t)),p,ln(p),ln(ln(p)),asin(ln(ln(p))),ln(ln(p_s)),asin(ln(ln(p_s))),ln(p_s),p_s,asin(ln(ln(p_r))),ln(ln(p_r)),ln(p_r),p_r,dp,ln(dp),ln(ln(dp)),p_m,ln(p_m),ln(ln(p_m)),asin(ln(ln(p_m))),dp_m,ln(dp_m),ln(ln(dp_m)),ln(ln(dp))%,ln(ln(dp_m))%,ixic_p,ln(ixic_p),ixic_p_s,ln(ixic_p_s),ixic_p_r,ln(ixic_p_r),ixic_dp,ixic_dp%,ixic_diff_dp%
2028-05-11,17.6082,9.2886,1.2941,,,,,5.0863,0.7136,8.0551,156.8197,0.8278,5.4428,11.5054,4941.3639,,,,196.7790,8.2821,5.1141,0.7209,,,,,,,,,,,,,,
2028-05-12,17.6110,9.2892,1.2942,,,,,5.0860,0.7136,8.0525,156.4179,0.8277,5.4426,11.5031,4930.2486,,,,196.7127,8.2817,5.1141,0.7209,,,,,,,,,,,,,,
2028-05-13,17.6137,9.2898,1.2943,,,,,5.0857,0.7135,8.0500,156.0170,0.8277,5.4424,11.5009,4919.1517,,,,196.6487,8.2814,5.1140,0.7209,,,,,,,,,,,,,,
2028-05-14,17.6164,9.2904,1.2944,,,,,5.0853,0.7134,8.0474,155.6170,0.8276,5.4422,11.4986,4908.0731,,,,196.5871,8.2811,5.1140,0.7209,,,,,,,,,,,,,,
2028-05-15,17.6192,9.2910,1.2945,,,,,5.0850,0.7133,8.0448,155.2179,0.8275,5.4420,11.4964,4897.0128,,,,196.5279,8.2808,5.1139,0.7209,,,,,,,,,,,,,,
2028-05-16,17.6219,9.2916,1.2946,,,,,5.0847,0.7132,8.0423,154.8198,0.8274,5.4418,11.4941,4885.9709,,,,196.4710,8.2805,5.1139,0.7209,,,,,,,,,,,,,,
2028-05-17,17.6247,9.2922,1.2947,,,,,5.0844,0.7132,8.0397,154.4226,0.8273,5.4416,11.4919,4874.9472,,,,196.4164,8.2802,5.1139,0.7209,,,,,,,,,,,,,,
2028-05-18,17.6274,9.2928,1.2948,,,,,5.0841,0.7131,8.0371,154.0262,0.8273,5.4414,11.4896,4863.9418,,,,196.3643,8.2800,5.1138,0.7209,,,,,,,,,,,,,,
2028-05-19,17.6301,9.2934,1.2949,,,,,5.0838,0.7130,8.0346,153.6308,0.8272,5.4412,11.4873,4852.9547,,,,196.3145,8.2797,5.1138,0.7209,,,,,,,,,,,,,,
2028-05-20,17.6329,9.2939,1.2950,,,,,5.0834,0.7129,8.0320,153.2363,0.8271,5.4410,11.4851,4841.9859,,,,196.2670,8.2795,5.1138,0.7209,,,,,,,,,,,,,,
2028-05-21,17.6356,9.2945,1.2951,,,,,5.0831,0.7128,8.0294,152.8427,0.8270,5.4409,11.4828,4831.0352,,,,196.2220,8.2792,5.1138,0.7208,,,,,,,,,,,,,,
2028-05-22,17.6384,9.2951,1.2952,,,,,5.0828,0.7127,8.0268,152.4500,0.8269,5.4407,11.4806,4820.1028,,,,196.1793,8.2790,5.1137,0.7208,,,,,,,,,,,,,,
2028-05-23,17.6411,9.2957,1.2953,,,,,5.0825,0.7127,8.0243,152.0582,0.8268,5.4405,11.4783,4809.1886,,,,196.1390,8.2788,5.1137,0.7208,,,,,,,,,,,,,,
2028-05-24,17.6438,9.2963,1.2954,,,,,5.0821,0.7126,8.0217,151.6673,0.8268,5.4403,11.4760,4798.2925,,,,196.1011,8.2786,5.1137,0.7208,,,,,,,,,,,,,,
2028-05-25,17.6466,9.2969,1.2955,,,,,5.0818,0.7125,8.0191,151.2773,0.8267,5.4401,11.4737,4787.4147,,,,196.0655,8.2784,5.1137,0.7208,,,,,,,,,,,,,,
2028-05-26,17.6493,9.2975,1.2956,,,,,5.0815,0.7124,8.0165,150.8881,0.8266,5.4399,11.4715,4776.5549,,,,196.0324,8.2783,5.1136,0.7208,,,,,,,,,,,,,,
2028-05-27,17.6521,9.2981,1.2957,,,,,5.0812,0.7123,8.0140,150.4999,0.8265,5.4397,11.4692,4765.7133,,,,196.0017,8.2781,5.1136,0.7208,,,,,,,,,,,,,,
2028-05-28,17.6548,9.2988,1.2958,,,,,5.0809,0.7122,8.0114,150.1126,0.8264,5.4395,11.4669,4754.8898,,,,195.9733,8.2780,5.1136,0.7208,,,,,,,,,,,,,,
2028-05-29,17.6575,9.2994,1.2959,,,,,5.0805,0.7122,8.0088,149.7261,0.8263,5.4393,11.4647,4744.0844,,,,195.9474,8.2778,5.1136,0.7208,,,,,,,,,,,,,,
2028-05-30,17.6603,9.3000,1.2960,,,,,5.0802,0.7121,8.0062,149.3406,0.8263,5.4391,11.4624,4733.2971,,,,195.9239,8.2777,5.1136,0.7208,,,,,,,,,,,,,,
2028-05-31,17.6630,9.3006,1.2961,,,,,5.0799,0.7120,8.0037,148.9559,0.8262,5.4389,11.4601,4722.5278,,,,195.9028,8.2776,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-01,17.6658,9.3012,1.2962,,,,,5.0796,0.7119,8.0011,148.5721,0.8261,5.4387,11.4578,4711.7766,,,,195.8842,8.2775,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-02,17.6685,9.3018,1.2963,,,,,5.0793,0.7118,7.9985,148.1892,0.8260,5.4385,11.4555,4701.0434,,,,195.8680,8.2774,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-03,17.6712,9.3024,1.2964,,,,,5.0789,0.7117,7.9959,147.8072,0.8259,5.4383,11.4533,4690.3282,,,,195.8542,8.2774,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-04,17.6740,9.3030,1.2965,,,,,5.0786,0.7117,7.9933,147.4260,0.8258,5.4381,11.4510,4679.6310,,,,195.8428,8.2773,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-05,17.6767,9.3036,1.2966,,,,,5.0783,0.7116,7.9907,147.0457,0.8258,5.4379,11.4487,4668.9518,,,,195.8339,8.2773,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-06,17.6795,9.3042,1.2967,,,,,5.0780,0.7115,7.9882,146.6663,0.8257,5.4377,11.4464,4658.2906,,,,195.8275,8.2772,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-07,17.6822,9.3048,1.2968,,,,,5.0776,0.7114,7.9856,146.2878,0.8256,5.4375,11.4441,4647.6473,,,,195.8235,8.2772,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-08,17.6849,9.3054,1.2969,,,,,5.0773,0.7113,7.9830,145.9102,0.8255,5.4373,11.4418,4637.0219,,,,195.8219,8.2772,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-09,17.6877,9.3060,1.2970,,,,,5.0770,0.7112,7.9804,145.5334,0.8254,5.4371,11.4395,4626.4144,,,,195.8229,8.2772,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-10,17.6904,9.3066,1.2971,,,,,5.0767,0.7112,7.9778,145.1574,0.8253,5.4369,11.4372,4615.8249,,,,195.8263,8.2772,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-11,17.6932,9.3072,1.2972,,,,,5.0763,0.7111,7.9752,144.7824,0.8253,5.4367,11.4350,4605.2532,,,,195.8322,8.2773,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-12,17.6959,9.3078,1.2973,,,,,5.0760,0.7110,7.9726,144.4082,0.8252,5.4365,11.4327,4594.6993,,,,195.8406,8.2773,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-13,17.6986,9.3084,1.2974,,,,,5.0757,0.7109,7.9701,144.0349,0.8251,5.4363,11.4304,4584.1633,,,,195.8515,8.2774,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-14,17.7014,9.3090,1.2976,,,,,5.0754,0.7108,7.9675,143.6624,0.8250,5.4361,11.4281,4573.6451,,,,195.8649,8.2774,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-15,17.7041,9.3096,1.2977,,,,,5.0750,0.7107,7.9649,143.2908,0.8249,5.4359,11.4258,4563.1448,,,,195.8808,8.2775,5.1135,0.7208,,,,,,,,,,,,,,
2028-06-16,17.7068,9.3102,1.2978,,,,,5.0747,0.7107,7.9623,142.9200,0.8248,5.4357,11.4235,4552.6622,,,,195.8992,8.2776,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-17,17.7096,9.3109,1.2979,,,,,5.0744,0.7106,7.9597,142.5501,0.8248,5.4355,11.4212,4542.1974,,,,195.9201,8.2777,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-18,17.7123,9.3115,1.2980,,,,,5.0741,0.7105,7.9571,142.1811,0.8247,5.4353,11.4189,4531.7503,,,,195.9436,8.2778,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-19,17.7151,9.3121,1.2981,,,,,5.0737,0.7104,7.9545,141.8129,0.8246,5.4351,11.4166,4521.3210,,,,195.9696,8.2780,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-20,17.7178,9.3127,1.2982,,,,,5.0734,0.7103,7.9519,141.4455,0.8245,5.4349,11.4143,4510.9095,,,,195.9981,8.2781,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-21,17.7205,9.3133,1.2983,,,,,5.0731,0.7102,7.9493,141.0790,0.8244,5.4347,11.4119,4500.5156,,,,196.0292,8.2783,5.1136,0.7208,,,,,,,,,,,,,,
2028-06-22,17.7233,9.3139,1.2984,,,,,5.0728,0.7102,7.9467,140.7134,0.8243,5.4345,11.4096,4490.1394,,,,196.0629,8.2784,5.1137,0.7208,,,,,,,,,,,,,,
2028-06-23,17.7260,9.3145,1.2985,,,,,5.0724,0.7101,7.9441,140.3485,0.8243,5.4343,11.4073,4479.7809,,,,196.0991,8.2786,5.1137,0.7208,,,,,,,,,,,,,,
2028-06-24,17.7288,9.3151,1.2986,,,,,5.0721,0.7100,7.9415,139.9846,0.8242,5.4341,11.4050,4469.4400,,,,196.1379,8.2788,5.1137,0.7208,,,,,,,,,,,,,,
2028-06-25,17.7315,9.3157,1.2987,,,,,5.0718,0.7099,7.9389,139.6215,0.8241,5.4339,11.4027,4459.1168,,,,196.1792,8.2790,5.1137,0.7208,,,,,,,,,,,,,,
2028-06-26,17.7342,9.3164,1.2988,,,,,5.0715,0.7098,7.9363,139.2592,0.8240,5.4336,11.4004,4448.8112,,,,196.2232,8.2793,5.1138,0.7208,,,,,,,,,,,,,,
2028-06-27,17.7370,9.3170,1.2989,,,,,5.0711,0.7097,7.9337,138.8977,0.8239,5.4334,11.3981,4438.5232,,,,196.2698,8.2795,5.1138,0.7209,,,,,,,,,,,,,,
2028-06-28,17.7397,9.3176,1.2990,,,,,5.0708,0.7097,7.9311,138.5371,0.8238,5.4332,11.3958,4428.2528,,,,196.3190,8.2797,5.1138,0.7209,,,,,,,,,,,,,,
2028-06-29,17.7425,9.3182,1.2991,,,,,5.0705,0.7096,7.9285,138.1773,0.8238,5.4330,11.3934,4417.9999,,,,196.3707,8.2800,5.1138,0.7209,,,,,,,,,,,,,,
2028-06-30,17.7452,9.3188,1.2992,,,,,5.0701,0.7095,7.9259,137.8184,0.8237,5.4328,11.3911,4407.7646,,,,196.4252,8.2803,5.1139,0.7209,,,,,,,,,,,,,,
2028-07-01,17.7479,9.3194,1.2993,,,,,5.0698,0.7094,7.9233,137.4602,0.8236,5.4326,11.3888,4397.5469,,,,196.4822,8.2806,5.1139,0.7209,,,,,,,,,,,,,,
2028-07-02,17.7507,9.3200,1.2994,,,,,5.0695,0.7093,7.9207,137.1030,0.8235,5.4324,11.3865,4387.3466,,,,196.5419,8.2809,5.1139,0.7209,,,,,,,,,,,,,,
2028-07-03,17.7534,9.3206,1.2995,,,,,5.0692,0.7092,7.9181,136.7465,0.8234,5.4322,11.3842,4377.1639,,,,196.6042,8.2812,5.1140,0.7209,,,,,,,,,,,,,,
2028-07-04,17.7562,9.3213,1.2996,,,,,5.0688,0.7091,7.9155,136.3908,0.8233,5.4320,11.3818,4366.9986,,,,196.6692,8.2815,5.1140,0.7209,,,,,,,,,,,,,,
2028-07-05,17.7589,9.3219,1.2997,,,,,5.0685,0.7091,7.9129,136.0360,0.8232,5.4318,11.3795,4356.8508,,,,196.7369,8.2819,5.1141,0.7209,,,,,,,,,,,,,,
2028-07-06,17.7616,9.3225,1.2998,,,,,5.0682,0.7090,7.9103,135.6820,0.8232,5.4316,11.3772,4346.7205,,,,196.8072,8.2822,5.1141,0.7209,,,,,,,,,,,,,,
2028-07-07,17.7644,9.3231,1.2999,,,,,5.0678,0.7089,7.9077,135.3289,0.8231,5.4314,11.3748,4336.6076,,,,196.8802,8.2826,5.1142,0.7210,,,,,,,,,,,,,,
2028-07-08,17.7671,9.3237,1.3000,,,,,5.0675,0.7088,7.9051,134.9765,0.8230,5.4312,11.3725,4326.5121,,,,196.9560,8.2830,5.1142,0.7210,,,,,,,,,,,,,,
2028-07-09,17.7699,9.3243,1.3001,,,,,5.0672,0.7087,7.9025,134.6250,0.8229,5.4310,11.3702,4316.4340,,,,197.0344,8.2834,5.1143,0.7210,,,,,,,,,,,,,,
2028-07-10,17.7726,9.3250,1.3002,,,,,5.0668,0.7086,7.8999,134.2742,0.8228,5.4308,11.3679,4306.3733,,,,197.1155,8.2838,5.1143,0.7210,,,,,,,,,,,,,,
2028-07-11,17.7753,9.3256,1.3003,,,,,5.0665,0.7086,7.8973,133.9243,0.8227,5.4306,11.3655,4296.3300,,,,197.1994,8.2842,5.1144,0.7210,,,,,,,,,,,,,,
2028-07-12,17.7781,9.3262,1.3004,,,,,5.0662,0.7085,7.8947,133.5752,0.8227,5.4304,11.3632,4286.3040,,,,197.2860,8.2847,5.1144,0.7210,,,,,,,,,,,,,,
2028-07-13,17.7808,9.3268,1.3005,,,,,5.0659,0.7084,7.8921,133.2269,0.8226,5.4302,11.3608,4276.2953,,,,197.3754,8.2851,5.1145,0.7210,,,,,,,,,,,,,,
2028-07-14,17.7836,9.3274,1.3006,,,,,5.0655,0.7083,7.8894,132.8795,0.8225,5.4300,11.3585,4266.3039,,,,197.4675,8.2856,5.1145,0.7210,,,,,,,,,,,,,,
2028-07-15,17.7863,9.3281,1.3007,,,,,5.0652,0.7082,7.8868,132.5328,0.8224,5.4298,11.3562,4256.3299,,,,197.5623,8.2861,5.1146,0.7211,,,,,,,,,,,,,,
2028-07-16,17.7890,9.3287,1.3008,,,,,5.0649,0.7081,7.8842,132.1869,0.8223,5.4296,11.3538,4246.3731,,,,197.6600,8.2865,5.1146,0.7211,,,,,,,,,,,,,,
2028-07-17,17.7918,9.3293,1.3009,,,,,5.0645,0.7081,7.8816,131.8419,0.8222,5.4293,11.3515,4236.4336,,,,197.7604,8.2871,5.1147,0.7211,,,,,,,,,,,,,,
2028-07-18,17.7945,9.3299,1.3010,,,,,5.0642,0.7080,7.8790,131.4976,0.8222,5.4291,11.3491,4226.5113,,,,197.8637,8.2876,5.1148,0.7211,,,,,,,,,,,,,,
2028-07-19,17.7973,9.3305,1.3011,,,,,5.0639,0.7079,7.8764,131.1541,0.8221,5.4289,11.3468,4216.6062,,,,197.9697,8.2881,5.1148,0.7211,,,,,,,,,,,,,,
2028-07-20,17.8000,9.3312,1.3012,,,,,5.0635,0.7078,7.8738,130.8115,0.8220,5.4287,11.3444,4206.7184,,,,198.0786,8.2887,5.1149,0.7211,,,,,,,,,,,,,,
2028-07-21,17.8027,9.3318,1.3014,,,,,5.0632,0.7077,7.8711,130.4696,0.8219,5.4285,11.3421,4196.8477,,,,198.1903,8.2892,5.1150,0.7212,,,,,,,,,,,,,,
2028-07-22,17.8055,9.3324,1.3015,,,,,5.0629,0.7076,7.8685,130.1285,0.8218,5.4283,11.3397,4186.9942,,,,198.3048,8.2898,5.1150,0.7212,,,,,,,,,,,,,,
2028-07-23,17.8082,9.3330,1.3016,,,,,5.0625,0.7075,7.8659,129.7882,0.8217,5.4281,11.3374,4177.1579,,,,198.4222,8.2904,5.1151,0.7212,,,,,,,,,,,,,,
2028-07-24,17.8110,9.3336,1.3017,,,,,5.0622,0.7075,7.8633,129.4487,0.8216,5.4279,11.3350,4167.3387,,,,198.5425,8.2910,5.1152,0.7212,,,,,,,,,,,,,,
2028-07-25,17.8137,9.3343,1.3018,,,,,5.0619,0.7074,7.8607,129.1100,0.8216,5.4277,11.3327,4157.5367,,,,198.6656,8.2916,5.1152,0.7212,,,,,,,,,,,,,,
2028-07-26,17.8164,9.3349,1.3019,,,,,5.0615,0.7073,7.8580,128.7721,0.8215,5.4275,11.3303,4147.7517,,,,198.7917,8.2923,5.1153,0.7213,,,,,,,,,,,,,,
2028-07-27,17.8192,9.3355,1.3020,,,,,5.0612,0.7072,7.8554,128.4350,0.8214,5.4273,11.3280,4137.9839,,,,198.9206,8.2929,5.1154,0.7213,,,,,,,,,,,,,,
2028-07-28,17.8219,9.3361,1.3021,,,,,5.0609,0.7071,7.8528,128.0987,0.8213,5.4271,11.3256,4128.2331,,,,199.0525,8.2936,5.1155,0.7213,,,,,,,,,,,,,,
2028-07-29,17.8247,9.3368,1.3022,,,,,5.0605,0.7070,7.8502,127.7631,0.8212,5.4269,11.3232,4118.4993,,,,199.1873,8.2942,5.1156,0.7213,,,,,,,,,,,,,,
2028-07-30,17.8274,9.3374,1.3023,,,,,5.0602,0.7070,7.8476,127.4283,0.8211,5.4266,11.3209,4108.7826,,,,199.3250,8.2949,5.1156,0.7213,,,,,,,,,,,,,,
2028-07-31,17.8301,9.3380,1.3024,,,,,5.0599,0.7069,7.8449,127.0943,0.8211,5.4264,11.3185,4099.0829,,,,199.4657,8.2956,5.1157,0.7214,,,,,,,,,,,,,,
2028-08-01,17.8329,9.3386,1.3025,,,,,5.0595,0.7068,7.8423,126.7611,0.8210,5.4262,11.3162,4089.4003,,,,199.6093,8.2964,5.1158,0.7214,,,,,,,,,,,,,,
2028-08-02,17.8356,9.3393,1.3026,,,,,5.0592,0.7067,7.8397,126.4287,0.8209,5.4260,11.3138,4079.7346,,,,199.7560,8.2971,5.1159,0.7214,,,,,,,,,,,,,,
2028-08-03,17.8384,9.3399,1.3027,,,,,5.0589,0.7066,7.8371,126.0970,0.8208,5.4258,11.3114,4070.0858,,,,199.9056,8.2978,5.1160,0.7214,,,,,,,,,,,,,,
2028-08-04,17.8411,9.3405,1.3028,,,,,5.0585,0.7065,7.8344,125.7661,0.8207,5.4256,11.3091,4060.4541,,,,200.0582,8.2986,5.1161,0.7215,,,,,,,,,,,,,,
2028-08-05,17.8438,9.3412,1.3029,,,,,5.0582,0.7064,7.8318,125.4360,0.8206,5.4254,11.3067,4050.8392,,,,200.2139,8.2994,5.1162,0.7215,,,,,,,,,,,,,,
2028-08-06,17.8466,9.3418,1.3030,,,,,5.0579,0.7064,7.8292,125.1067,0.8205,5.4252,11.3043,4041.2413,,,,200.3725,8.3002,5.1163,0.7215,,,,,,,,,,,,,,
2028-08-07,17.8493,9.3424,1.3031,,,,,5.0575,0.7063,7.8265,124.7781,0.8205,5.4250,11.3019,4031.6602,,,,200.5343,8.3010,5.1164,0.7215,,,,,,,,,,,,,,
2028-08-08,17.8521,9.3430,1.3032,,,,,5.0572,0.7062,7.8239,124.4503,0.8204,5.4248,11.2996,4022.0961,,,,200.6991,8.3018,5.1165,0.7216,,,,,,,,,,,,,,
2028-08-09,17.8548,9.3437,1.3033,,,,,5.0568,0.7061,7.8213,124.1232,0.8203,5.4246,11.2972,4012.5488,,,,200.8669,8.3026,5.1166,0.7216,,,,,,,,,,,,,,
2028-08-10,17.8575,9.3443,1.3034,,,,,5.0565,0.7060,7.8186,123.7969,0.8202,5.4243,11.2948,4003.0184,,,,201.0379,8.3035,5.1167,0.7216,,,,,,,,,,,,,,
2028-08-11,17.8603,9.3449,1.3035,,,,,5.0562,0.7059,7.8160,123.4714,0.8201,5.4241,11.2924,3993.5047,,,,201.2119,8.3044,5.1168,0.7217,,,,,,,,,,,,,,
2028-08-12,17.8630,9.3456,1.3036,,,,,5.0558,0.7058,7.8134,123.1467,0.8200,5.4239,11.2900,3984.0079,,,,201.3891,8.3052,5.1169,0.7217,,,,,,,,,,,,,,
2028-08-13,17.8658,9.3462,1.3037,,,,,5.0555,0.7058,7.8107,122.8227,0.8199,5.4237,11.2877,3974.5279,,,,201.5694,8.3061,5.1170,0.7217,,,,,,,,,,,,,,
2028-08-14,17.8685,9.3468,1.3038,,,,,5.0552,0.7057,7.8081,122.4994,0.8199,5.4235,11.2853,3965.0647,,,,201.7529,8.3070,5.1171,0.7217,,,,,,,,,,,,,,
2028-08-15,17.8712,9.3475,1.3039,,,,,5.0548,0.7056,7.8055,122.1769,0.8198,5.4233,11.2829,3955.6182,,,,201.9395,8.3080,5.1172,0.7218,,,,,,,,,,,,,,
2028-08-16,17.8740,9.3481,1.3040,,,,,5.0545,0.7055,7.8028,121.8552,0.8197,5.4231,11.2805,3946.1885,,,,202.1293,8.3089,5.1173,0.7218,,,,,,,,,,,,,,
2028-08-17,17.8767,9.3487,1.3042,,,,,5.0541,0.7054,7.8002,121.5342,0.8196,5.4229,11.2781,3936.7755,,,,202.3224,8.3099,5.1174,0.7218,,,,,,,,,,,,,,
2028-08-18,17.8795,9.3493,1.3043,,,,,5.0538,0.7053,7.7976,121.2140,0.8195,5.4227,11.2757,3927.3792,,,,202.5186,8.3108,5.1176,0.7219,,,,,,,,,,,,,,
2028-08-19,17.8822,9.3500,1.3044,,,,,5.0535,0.7052,7.7949,120.8945,0.8194,5.4224,11.2733,3917.9996,,,,202.7180,8.3118,5.1177,0.7219,,,,,,,,,,,,,,
2028-08-20,17.8849,9.3506,1.3045,,,,,5.0531,0.7052,7.7923,120.5758,0.8193,5.4222,11.2709,3908.6366,,,,202.9207,8.3128,5.1178,0.7219,,,,,,,,,,,,,,
2028-08-21,17.8877,9.3512,1.3046,,,,,5.0528,0.7051,7.7896,120.2578,0.8193,5.4220,11.2685,3899.2904,,,,203.1267,8.3138,5.1179,0.7220,,,,,,,,,,,,,,
2028-08-22,17.8904,9.3519,1.3047,,,,,5.0525,0.7050,7.7870,119.9406,0.8192,5.4218,11.2662,3889.9607,,,,203.3359,8.3149,5.1180,0.7220,,,,,,,,,,,,,,
2028-08-23,17.8932,9.3525,1.3048,,,,,5.0521,0.7049,7.7844,119.6241,0.8191,5.4216,11.2638,3880.6477,,,,203.5484,8.3159,5.1182,0.7220,,,,,,,,,,,,,,
2028-08-24,17.8959,9.3532,1.3049,,,,,5.0518,0.7048,7.7817,119.3083,0.8190,5.4214,11.2614,3871.3513,,,,203.7642,8.3170,5.1183,0.7221,,,,,,,,,,,,,,
2028-08-25,17.8986,9.3538,1.3050,,,,,5.0514,0.7047,7.7791,118.9933,0.8189,5.4212,11.2590,3862.0714,,,,203.9834,8.3180,5.1184,0.7221,,,,,,,,,,,,,,
2028-08-26,17.9014,9.3544,1.3051,,,,,5.0511,0.7047,7.7764,118.6790,0.8188,5.4210,11.2566,3852.8082,,,,204.2059,8.3191,5.1186,0.7221,,,,,,,,,,,,,,
2028-08-27,17.9041,9.3551,1.3052,,,,,5.0508,0.7046,7.7738,118.3655,0.8188,5.4207,11.2542,3843.5615,,,,204.4318,8.3202,5.1187,0.7222,,,,,,,,,,,,,,
2028-08-28,17.9068,9.3557,1.3053,,,,,5.0504,0.7045,7.7711,118.0527,0.8187,5.4205,11.2518,3834.3313,,,,204.6610,8.3214,5.1188,0.7222,,,,,,,,,,,,,,
2028-08-29,17.9096,9.3563,1.3054,,,,,5.0501,0.7044,7.7685,117.7406,0.8186,5.4203,11.2493,3825.1176,,,,204.8936,8.3225,5.1190,0.7222,,,,,,,,,,,,,,
2028-08-30,17.9123,9.3570,1.3055,,,,,5.0497,0.7043,7.7658,117.4293,0.8185,5.4201,11.2469,3815.9204,,,,205.1297,8.3236,5.1191,0.7223,,,,,,,,,,,,,,
2028-08-31,17.9151,9.3576,1.3056,,,,,5.0494,0.7042,7.7632,117.1187,0.8184,5.4199,11.2445,3806.7398,,,,205.3692,8.3248,5.1192,0.7223,,,,,,,,,,,,,,
2028-09-01,17.9178,9.3582,1.3057,,,,,5.0491,0.7041,7.7605,116.8088,0.8183,5.4197,11.2421,3797.5755,,,,205.6121,8.3260,5.1194,0.7223,,,,,,,,,,,,,,
2028-09-02,17.9205,9.3589,1.3058,,,,,5.0487,0.7040,7.7579,116.4997,0.8182,5.4195,11.2397,3788.4277,,,,205.8585,8.3272,5.1195,0.7224,,,,,,,,,,,,,,
2028-09-03,17.9233,9.3595,1.3059,,,,,5.0484,0.7040,7.7552,116.1913,0.8181,5.4192,11.2373,3779.2964,,,,206.1084,8.3284,5.1197,0.7224,,,,,,,,,,,,,,
2028-09-04,17.9260,9.3602,1.3060,,,,,5.0480,0.7039,7.7526,115.8836,0.8181,5.4190,11.2349,3770.1815,,,,206.3618,8.3296,5.1198,0.7225,,,,,,,,,,,,,,
2028-09-05,17.9288,9.3608,1.3061,,,,,5.0477,0.7038,7.7499,115.5766,0.8180,5.4188,11.2325,3761.0829,,,,206.6188,8.3309,5.1200,0.7225,,,,,,,,,,,,,,
2028-09-06,17.9315,9.3614,1.3062,,,,,5.0473,0.7037,7.7473,115.2704,0.8179,5.4186,11.2300,3752.0007,,,,206.8792,8.3321,5.1201,0.7225,,,,,,,,,,,,,,
2028-09-07,17.9342,9.3621,1.3063,,,,,5.0470,0.7036,7.7446,114.9648,0.8178,5.4184,11.2276,3742.9349,,,,207.1433,8.3334,5.1203,0.7226,,,,,,,,,,,,,,
2028-09-08,17.9370,9.3627,1.3065,,,,,5.0467,0.7035,7.7420,114.6600,0.8177,5.4182,11.2252,3733.8855,,,,207.4109,8.3347,5.1204,0.7226,,,,,,,,,,,,,,
2028-09-09,17.9397,9.3634,1.3066,,,,,5.0463,0.7034,7.7393,114.3559,0.8176,5.4179,11.2228,3724.8523,,,,207.6822,8.3360,5.1206,0.7227,,,,,,,,,,,,,,
2028-09-10,17.9425,9.3640,1.3067,,,,,5.0460,0.7034,7.7367,114.0526,0.8175,5.4177,11.2204,3715.8355,,,,207.9570,8.3373,5.1207,0.7227,,,,,,,,,,,,,,
2028-09-11,17.9452,9.3647,1.3068,,,,,5.0456,0.7033,7.7340,113.7499,0.8175,5.4175,11.2179,3706.8349,,,,208.2355,8.3387,5.1209,0.7228,,,,,,,,,,,,,,
2028-09-12,17.9479,9.3653,1.3069,,,,,5.0453,0.7032,7.7313,113.4480,0.8174,5.4173,11.2155,3697.8506,,,,208.5177,8.3400,5.1211,0.7228,,,,,,,,,,,,,,
2028-09-13,17.9507,9.3659,1.3070,,,,,5.0449,0.7031,7.7287,113.1467,0.8173,5.4171,11.2131,3688.8826,,,,208.8035,8.3414,5.1212,0.7228,,,,,,,,,,,,,,
2028-09-14,17.9534,9.3666,1.3071,,,,,5.0446,0.7030,7.7260,112.8462,0.8172,5.4169,11.2106,3679.9308,,,,209.0931,8.3428,5.1214,0.7229,,,,,,,,,,,,,,
2028-09-15,17.9562,9.3672,1.3072,,,,,5.0443,0.7029,7.7234,112.5464,0.8171,5.4166,11.2082,3670.9953,,,,209.3864,8.3442,5.1216,0.7229,,,,,,,,,,,,,,
2028-09-16,17.9589,9.3679,1.3073,,,,,5.0439,0.7028,7.7207,112.2473,0.8170,5.4164,11.2058,3662.0759,,,,209.6834,8.3456,5.1217,0.7230,,,,,,,,,,,,,,
2028-09-17,17.9616,9.3685,1.3074,,,,,5.0436,0.7028,7.7180,111.9489,0.8169,5.4162,11.2034,3653.1727,,,,209.9843,8.3470,5.1219,0.7230,,,,,,,,,,,,,,
2028-09-18,17.9644,9.3692,1.3075,,,,,5.0432,0.7027,7.7154,111.6512,0.8169,5.4160,11.2009,3644.2857,,,,210.2889,8.3485,5.1221,0.7231,,,,,,,,,,,,,,
