d,t,ln(t),asin(ln(t)),p,ln(p),ln(ln(p)),asin(ln(ln(p))),ln(ln(p_s)),asin(ln(ln(p_s))),ln(p_s),p_s,asin(ln(ln(p_r))),ln(ln(p_r)),ln(p_r),p_r,dp,ln(dp),ln(ln(dp)),p_m,ln(p_m),ln(ln(p_m)),asin(ln(ln(p_m))),dp_m,ln(dp_m),ln(ln(dp_m)),ln(ln(dp))%,ln(ln(dp_m))%,ixic_p,ln(ixic_p),ixic_p_s,ln(ixic_p_s),ixic_p_r,ln(ixic_p_r),ixic_dp,ixic_dp%,ixic_diff_dp%
2015-09-10,4.9315,7.5956,0.7180,239.1500,8.4771,5.1374,0.7272,5.1235,0.7234,8.3605,212.8212,0.8376,5.4654,11.7682,6426.8010,0.0037,0.7341,2.6909,221.9405,8.4024,5.1285,0.7248,0.0013,0.7108,2.6586,0.0694,0.0257,4749.9600,8.4659,3995.3984,8.2929,6813.2058,8.8266,0.1730,0.3241,-0.2547
2015-09-11,4.9342,7.5962,0.7181,239.6900,8.4793,5.1376,0.7273,5.1238,0.7235,8.3629,213.3503,0.8377,5.4656,11.7703,6440.2782,0.0037,0.7340,2.6908,222.2955,8.4040,5.1287,0.7248,0.0013,0.7105,2.6582,0.0693,0.0251,4770.7300,8.4703,3996.9347,8.2933,6815.8256,8.8270,0.1770,0.3316,-0.2623
2015-09-12,4.9370,7.5968,0.7182,237.4800,8.4701,5.1365,0.7270,5.1241,0.7236,8.3654,213.8806,0.8378,5.4658,11.7724,6453.7758,0.0034,0.7304,2.6858,222.6532,8.4056,5.1289,0.7249,0.0013,0.7102,2.6578,0.0626,0.0246,4770.7300,8.4703,3998.4716,8.2937,6818.4464,8.8274,0.1766,0.3309,-0.2683
2015-09-13,4.9397,7.5973,0.7183,231.2900,8.4437,5.1334,0.7261,5.1244,0.7237,8.3679,214.4121,0.8379,5.4659,11.7745,6467.2938,0.0024,0.7214,2.6734,223.0134,8.4072,5.1291,0.7249,0.0013,0.7099,2.6574,0.0458,0.0241,4770.7300,8.4703,4000.0091,8.2941,6821.0682,8.8278,0.1762,0.3301,-0.2844
2015-09-14,4.9425,7.5979,0.7184,229.5600,8.4362,5.1325,0.7259,5.1247,0.7238,8.3704,214.9448,0.8380,5.4661,11.7766,6480.8321,0.0021,0.7183,2.6691,223.3762,8.4089,5.1293,0.7250,0.0012,0.7097,2.6570,0.0399,0.0236,4831.9800,8.4830,4001.5472,8.2944,6823.6910,8.8282,0.1886,0.3533,-0.3134
2015-09-15,4.9452,7.5984,0.7184,229.8800,8.4376,5.1327,0.7259,5.1250,0.7238,8.3729,215.4786,0.8380,5.4663,11.7787,6494.3907,0.0021,0.7179,2.6686,223.7417,8.4105,5.1295,0.7251,0.0012,0.7094,2.6567,0.0393,0.0231,4819.3200,8.4804,4003.0858,8.2948,6826.3148,8.8285,0.1856,0.3477,-0.3084
2015-09-16,4.9479,7.5990,0.7185,227.6300,8.4277,5.1315,0.7256,5.1253,0.7239,8.3753,216.0136,0.8381,5.4665,11.7808,6507.9698,0.0017,0.7140,2.6632,224.1099,8.4121,5.1297,0.7251,0.0012,0.7091,2.6563,0.0319,0.0226,4860.4300,8.4889,4004.6251,8.2952,6828.9396,8.8289,0.1937,0.3629,-0.3310
2015-09-17,4.9507,7.5995,0.7186,230.7900,8.4415,5.1332,0.7260,5.1256,0.7240,8.3778,216.5499,0.8382,5.4666,11.7829,6521.5692,0.0020,0.7176,2.6682,224.4806,8.4138,5.1299,0.7252,0.0012,0.7089,2.6559,0.0387,0.0221,4884.1100,8.4937,4006.1649,8.2956,6831.5655,8.8293,0.1982,0.3713,-0.3326
2015-09-18,4.9534,7.6001,0.7187,233.0600,8.4513,5.1343,0.7264,5.1259,0.7241,8.3803,217.0873,0.8383,5.4668,11.7850,6535.1891,0.0023,0.7199,2.6713,224.8541,8.4155,5.1301,0.7252,0.0011,0.7086,2.6555,0.0430,0.0216,4828.7100,8.4823,4007.7054,8.2960,6834.1923,8.8297,0.1864,0.3492,-0.3062
2015-09-19,4.9562,7.6006,0.7188,231.6500,8.4452,5.1336,0.7262,5.1262,0.7242,8.3828,217.6259,0.8383,5.4670,11.7870,6548.8293,0.0020,0.7172,2.6676,225.2302,8.4171,5.1303,0.7253,0.0011,0.7084,2.6552,0.0379,0.0211,4828.7100,8.4823,4009.2464,8.2964,6836.8202,8.8301,0.1860,0.3485,-0.3105
2015-09-20,4.9589,7.6012,0.7189,230.3900,8.4398,5.1330,0.7260,5.1265,0.7242,8.3853,218.1657,0.8384,5.4672,11.7891,6562.4901,0.0017,0.7147,2.6641,225.6089,8.4188,5.1305,0.7253,0.0011,0.7081,2.6548,0.0332,0.0206,4828.7100,8.4823,4010.7880,8.2967,6839.4490,8.8305,0.1856,0.3477,-0.3145
2015-09-21,4.9616,7.6017,0.7190,227.0400,8.4251,5.1312,0.7255,5.1268,0.7243,8.3877,218.7067,0.8385,5.4674,11.7912,6576.1712,0.0012,0.7093,2.6565,225.9904,8.4205,5.1307,0.7254,0.0010,0.7078,2.6545,0.0229,0.0201,4851.9800,8.4871,4012.3302,8.2971,6842.0789,8.8308,0.1900,0.3560,-0.3331
2015-09-22,4.9644,7.6023,0.7191,228.2500,8.4304,5.1318,0.7257,5.1271,0.7244,8.3902,219.2489,0.8386,5.4675,11.7933,6589.8729,0.0013,0.7102,2.6578,226.3745,8.4222,5.1309,0.7254,0.0010,0.7076,2.6541,0.0246,0.0196,4762.2900,8.4685,4013.8730,8.2975,6844.7098,8.8312,0.1710,0.3203,-0.2957
2015-09-23,4.9671,7.6028,0.7192,230.0900,8.4385,5.1328,0.7259,5.1274,0.7245,8.3927,219.7923,0.8387,5.4677,11.7954,6603.5950,0.0015,0.7120,2.6603,226.7614,8.4239,5.1311,0.7255,0.0010,0.7074,2.6538,0.0280,0.0192,4764.6900,8.4690,4015.4164,8.2979,6847.3417,8.8316,0.1711,0.3206,-0.2926
2015-09-24,4.9699,7.6034,0.7193,231.7300,8.4456,5.1336,0.7262,5.1277,0.7246,8.3952,220.3369,0.8387,5.4679,11.7974,6617.3377,0.0016,0.7134,2.6623,227.1509,8.4256,5.1313,0.7255,0.0010,0.7071,2.6534,0.0307,0.0187,4717.8900,8.4591,4016.9604,8.2983,6849.9746,8.8320,0.1608,0.3013,-0.2706
2015-09-25,4.9726,7.6039,0.7194,235.1900,8.4604,5.1354,0.7266,5.1279,0.7246,8.3976,220.8828,0.8388,5.4681,11.7995,6631.1008,0.0020,0.7173,2.6677,227.5432,8.4273,5.1315,0.7256,0.0010,0.7069,2.6531,0.0381,0.0183,4782.4100,8.4727,4018.5050,8.2987,6852.6085,8.8324,0.1740,0.3261,-0.2880
2015-09-26,4.9753,7.6045,0.7195,234.3400,8.4568,5.1350,0.7265,5.1282,0.7247,8.4001,221.4298,0.8389,5.4682,11.8016,6644.8845,0.0018,0.7154,2.6651,227.9381,8.4291,5.1317,0.7256,0.0009,0.7066,2.6528,0.0345,0.0178,4782.4100,8.4727,4020.0502,8.2990,6855.2435,8.8328,0.1737,0.3254,-0.2909
2015-09-27,4.9781,7.6050,0.7196,232.5600,8.4491,5.1341,0.7263,5.1285,0.7248,8.4026,221.9781,0.8390,5.4684,11.8037,6658.6888,0.0015,0.7122,2.6606,228.3358,8.4308,5.1319,0.7257,0.0009,0.7064,2.6524,0.0284,0.0174,4782.4100,8.4727,4021.5960,8.2994,6857.8794,8.8332,0.1733,0.3246,-0.2962
2015-09-28,4.9808,7.6056,0.7197,237.3600,8.4696,5.1365,0.7269,5.1288,0.7249,8.4051,222.5275,0.8391,5.4686,11.8058,6672.5136,0.0021,0.7179,2.6685,228.7363,8.4326,5.1321,0.7258,0.0009,0.7062,2.6521,0.0391,0.0169,4665.0600,8.4479,4023.1423,8.2998,6860.5164,8.8335,0.1480,0.2774,-0.2382
2015-09-29,4.9836,7.6061,0.7198,237.6300,8.4707,5.1366,0.7270,5.1291,0.7250,8.4075,223.0782,0.8391,5.4688,11.8078,6686.3590,0.0020,0.7174,2.6679,229.1395,8.4343,5.1323,0.7258,0.0009,0.7060,2.6518,0.0383,0.0165,4551.0400,8.4231,4024.6893,8.3002,6863.1544,8.8339,0.1229,0.2303,-0.1919
2015-09-30,4.9863,7.6067,0.7199,236.3200,8.4652,5.1360,0.7268,5.1294,0.7250,8.4100,223.6301,0.8392,5.4689,11.8099,6700.2250,0.0018,0.7149,2.6644,229.5455,8.4361,5.1325,0.7259,0.0008,0.7057,2.6515,0.0336,0.0161,4574.3800,8.4282,4026.2369,8.3006,6865.7934,8.8343,0.1276,0.2392,-0.2056
2015-10-01,4.9890,7.6072,0.7200,237.1200,8.4686,5.1364,0.7269,5.1297,0.7251,8.4125,224.1833,0.8393,5.4691,11.8120,6714.1115,0.0018,0.7152,2.6648,229.9542,8.4379,5.1327,0.7259,0.0008,0.7055,2.6512,0.0341,0.0156,4624.4600,8.4391,4027.7850,8.3010,6868.4334,8.8347,0.1381,0.2588,-0.2247
2015-10-02,4.9918,7.6078,0.7201,237.5200,8.4703,5.1366,0.7270,5.1300,0.7252,8.4149,224.7376,0.8394,5.4693,11.8140,6728.0187,0.0018,0.7150,2.6645,230.3657,8.4397,5.1329,0.7260,0.0008,0.7053,2.6509,0.0337,0.0152,4566.1300,8.4264,4029.3338,8.3014,6871.0744,8.8351,0.1251,0.2343,-0.2007
2015-10-03,4.9945,7.6083,0.7202,238.3000,8.4735,5.1369,0.7271,5.1303,0.7253,8.4174,225.2932,0.8395,5.4695,11.8161,6741.9466,0.0018,0.7152,2.6648,230.7800,8.4415,5.1332,0.7260,0.0008,0.7051,2.6506,0.0342,0.0148,4566.1300,8.4264,4030.8831,8.3017,6873.7164,8.8355,0.1247,0.2336,-0.1995
2015-10-04,4.9973,7.6089,0.7203,238.9200,8.4761,5.1373,0.7272,5.1306,0.7254,8.4199,225.8500,0.8395,5.4696,11.8182,6755.8951,0.0018,0.7153,2.6649,231.1971,8.4433,5.1334,0.7261,0.0007,0.7049,2.6503,0.0342,0.0144,4566.1300,8.4264,4032.4330,8.3021,6876.3595,8.8358,0.1243,0.2329,-0.1987
2015-10-05,5.0000,7.6094,0.7204,238.2400,8.4733,5.1369,0.7271,5.1309,0.7254,8.4223,226.4081,0.8396,5.4698,11.8202,6769.8642,0.0016,0.7136,2.6625,231.6171,8.4451,5.1336,0.7262,0.0007,0.7047,2.6500,0.0311,0.0140,4742.1300,8.4642,4033.9836,8.3025,6879.0036,8.8362,0.1617,0.3030,-0.2720
2015-10-06,5.0027,7.6100,0.7205,243.0400,8.4932,5.1393,0.7277,5.1312,0.7255,8.4248,226.9674,0.8397,5.4700,11.8223,6783.8541,0.0022,0.7191,2.6702,232.0398,8.4469,5.1338,0.7262,0.0007,0.7045,2.6497,0.0414,0.0136,4767.6300,8.4696,4035.5347,8.3029,6881.6487,8.8366,0.1667,0.3124,-0.2709
2015-10-07,5.0055,7.6105,0.7206,245.0200,8.5013,5.1402,0.7280,5.1315,0.7256,8.4273,227.5279,0.8398,5.4702,11.8244,6797.8646,0.0024,0.7208,2.6727,232.4653,8.4487,5.1340,0.7263,0.0007,0.7043,2.6494,0.0448,0.0132,4775.0500,8.4712,4037.0864,8.3033,6884.2948,8.8370,0.1679,0.3145,-0.2698
2015-10-08,5.0082,7.6111,0.7207,243.6900,8.4959,5.1396,0.7278,5.1318,0.7257,8.4297,228.0897,0.8399,5.4703,11.8264,6811.8958,0.0021,0.7184,2.6692,232.8937,8.4506,5.1342,0.7263,0.0007,0.7041,2.6491,0.0401,0.0129,4775.0600,8.4712,4038.6388,8.3037,6886.9419,8.8374,0.1675,0.3138,-0.2737
2015-10-09,5.0110,7.6116,0.7208,243.5000,8.4951,5.1395,0.7278,5.1321,0.7257,8.4322,228.6527,0.8399,5.4705,11.8285,6825.9478,0.0020,0.7173,2.6678,233.3250,8.4524,5.1345,0.7264,0.0006,0.7039,2.6488,0.0382,0.0125,4817.2800,8.4800,4040.1917,8.3040,6889.5900,8.8378,0.1759,0.3296,-0.2914
2015-10-10,5.0137,7.6122,0.7209,244.8700,8.5007,5.1402,0.7279,5.1324,0.7258,8.4347,229.2169,0.8400,5.4707,11.8305,6840.0205,0.0021,0.7183,2.6692,233.7591,8.4543,5.1347,0.7265,0.0006,0.7037,2.6486,0.0400,0.0121,4817.2800,8.4800,4041.7452,8.3044,6892.2392,8.8382,0.1755,0.3289,-0.2889
2015-10-11,5.0164,7.6127,0.7210,247.1900,8.5102,5.1413,0.7282,5.1326,0.7259,8.4371,229.7825,0.8401,5.4709,11.8326,6854.1139,0.0023,0.7205,2.6722,234.1960,8.4562,5.1349,0.7265,0.0006,0.7035,2.6483,0.0441,0.0117,4817.2800,8.4800,4043.2993,8.3048,6894.8894,8.8385,0.1751,0.3282,-0.2840
2015-10-12,5.0192,7.6133,0.7211,246.7900,8.5085,5.1411,0.7282,5.1329,0.7260,8.4396,230.3492,0.8402,5.4710,11.8347,6868.2281,0.0022,0.7192,2.6704,234.6359,8.4580,5.1351,0.7266,0.0006,0.7033,2.6480,0.0417,0.0114,4839.7900,8.4846,4044.8540,8.3052,6897.5406,8.8389,0.1794,0.3362,-0.2944
2015-10-13,5.0219,7.6138,0.7212,246.3400,8.5067,5.1409,0.7281,5.1332,0.7261,8.4421,230.9172,0.8402,5.4712,11.8367,6882.3631,0.0021,0.7179,2.6686,235.0786,8.4599,5.1353,0.7266,0.0006,0.7031,2.6478,0.0392,0.0110,4809.2400,8.4783,4046.4093,8.3056,6900.1928,8.8393,0.1727,0.3236,-0.2844
2015-10-14,5.0247,7.6144,0.7213,250.6600,8.5241,5.1429,0.7287,5.1335,0.7261,8.4445,231.4865,0.8403,5.4714,11.8388,6896.5189,0.0025,0.7226,2.6750,235.5243,8.4618,5.1356,0.7267,0.0006,0.7029,2.6475,0.0480,0.0107,4801.3500,8.4767,4047.9653,8.3060,6902.8460,8.8397,0.1707,0.3198,-0.2718
2015-10-15,5.0274,7.6149,0.7214,254.7800,8.5404,5.1448,0.7292,5.1338,0.7262,8.4470,232.0570,0.8404,5.4716,11.8408,6910.6955,0.0030,0.7269,2.6810,235.9728,8.4637,5.1358,0.7268,0.0005,0.7028,2.6473,0.0560,0.0103,4799.4300,8.4763,4049.5218,8.3064,6905.5003,8.8401,0.1699,0.3183,-0.2623
2015-10-16,5.0301,7.6154,0.7215,261.0100,8.5646,5.1476,0.7300,5.1341,0.7263,8.4494,232.6288,0.8405,5.4717,11.8429,6924.8930,0.0037,0.7336,2.6902,236.4243,8.4656,5.1360,0.7268,0.0005,0.7026,2.6470,0.0685,0.0100,4872.3600,8.4913,4051.0789,8.3067,6908.1555,8.8405,0.1846,0.3459,-0.2774
2015-10-17,5.0329,7.6160,0.7216,268.5500,8.5930,5.1510,0.7309,5.1344,0.7264,8.4519,233.2019,0.8406,5.4719,11.8449,6939.1112,0.0045,0.7416,2.7010,236.8787,8.4675,5.1362,0.7269,0.0005,0.7024,2.6468,0.0832,0.0097,4872.3600,8.4913,4052.6366,8.3071,6910.8118,8.8408,0.1842,0.3451,-0.2620
2015-10-18,5.0356,7.6165,0.7217,264.4100,8.5775,5.1491,0.7304,5.1347,0.7265,8.4544,233.7762,0.8406,5.4721,11.8470,6953.3504,0.0039,0.7360,2.6935,237.3360,8.4695,5.1365,0.7269,0.0005,0.7022,2.6465,0.0730,0.0093,4872.3600,8.4913,4054.1949,8.3075,6913.4692,8.8412,0.1838,0.3444,-0.2714
2015-10-19,5.0384,7.6171,0.7218,262.3000,8.5695,5.1482,0.7301,5.1350,0.7265,8.4568,234.3518,0.8407,5.4722,11.8490,6967.6104,0.0036,0.7328,2.6891,237.7963,8.4714,5.1367,0.7270,0.0005,0.7021,2.6463,0.0671,0.0090,4873.5400,8.4916,4055.7538,8.3079,6916.1275,8.8416,0.1837,0.3442,-0.2771
2015-10-20,5.0411,7.6176,0.7219,266.5500,8.5856,5.1501,0.7307,5.1353,0.7266,8.4593,234.9286,0.8408,5.4724,11.8511,6981.8912,0.0040,0.7370,2.6949,238.2596,8.4734,5.1369,0.7271,0.0005,0.7019,2.6461,0.0748,0.0087,4900.0200,8.4970,4057.3133,8.3083,6918.7869,8.8420,0.1887,0.3536,-0.2788
2015-10-21,5.0438,7.6182,0.7220,268.6500,8.5934,5.1510,0.7309,5.1356,0.7267,8.4617,235.5067,0.8409,5.4726,11.8531,6996.1930,0.0042,0.7387,2.6971,238.7259,8.4753,5.1372,0.7271,0.0004,0.7017,2.6458,0.0779,0.0084,4903.9800,8.4978,4058.8734,8.3087,6921.4472,8.8424,0.1891,0.3544,-0.2765
2015-10-22,5.0466,7.6187,0.7221,273.8200,8.6125,5.1532,0.7315,5.1358,0.7268,8.4642,236.0862,0.8410,5.4728,11.8552,7010.5157,0.0047,0.7437,2.7039,239.1951,8.4773,5.1374,0.7272,0.0004,0.7016,2.6456,0.0871,0.0081,4875.9600,8.4921,4060.4341,8.3090,6924.1087,8.8428,0.1830,0.3429,-0.2558
2015-10-23,5.0493,7.6193,0.7222,277.4200,8.6255,5.1547,0.7319,5.1361,0.7268,8.4667,236.6668,0.8410,5.4729,11.8572,7024.8593,0.0051,0.7470,2.7083,239.6673,8.4793,5.1376,0.7273,0.0004,0.7014,2.6454,0.0930,0.0078,5024.3800,8.5221,4061.9954,8.3094,6926.7711,8.8431,0.2126,0.3984,-0.3054
2015-10-24,5.0521,7.6198,0.7223,280.1500,8.6353,5.1559,0.7322,5.1364,0.7269,8.4691,237.2488,0.8411,5.4731,11.8593,7039.2238,0.0053,0.7492,2.7113,240.1426,8.4812,5.1379,0.7273,0.0004,0.7013,2.6452,0.0970,0.0075,5024.3800,8.5221,4063.5573,8.3098,6929.4345,8.8435,0.2122,0.3977,-0.3006
2015-10-25,5.0548,7.6203,0.7224,289.3000,8.6675,5.1596,0.7333,5.1367,0.7270,8.4716,237.8321,0.8412,5.4733,11.8613,7053.6093,0.0063,0.7582,2.7232,240.6209,8.4832,5.1381,0.7274,0.0004,0.7011,2.6449,0.1132,0.0072,5024.3800,8.5221,4065.1198,8.3102,6932.0990,8.8439,0.2119,0.3969,-0.2838
2015-10-26,5.0575,7.6209,0.7224,283.7800,8.6482,5.1574,0.7327,5.1370,0.7271,8.4740,238.4166,0.8413,5.4735,11.8633,7068.0158,0.0056,0.7516,2.7145,241.1022,8.4852,5.1383,0.7274,0.0004,0.7010,2.6447,0.1014,0.0069,5030.8000,8.5233,4066.6829,8.3106,6934.7645,8.8443,0.2128,0.3986,-0.2972
2015-10-27,5.0603,7.6214,0.7225,293.0400,8.6803,5.1611,0.7337,5.1373,0.7272,8.4765,239.0024,0.8413,5.4736,11.8654,7082.4433,0.0065,0.7606,2.7263,241.5866,8.4872,5.1386,0.7275,0.0003,0.7008,2.6445,0.1174,0.0067,5018.9900,8.5210,4068.2466,8.3110,6937.4311,8.8447,0.2100,0.3935,-0.2761
2015-10-28,5.0630,7.6220,0.7226,301.8300,8.7099,5.1645,0.7346,5.1376,0.7272,8.4789,239.5895,0.8414,5.4738,11.8674,7096.8917,0.0074,0.7687,2.7369,242.0740,8.4892,5.1388,0.7276,0.0003,0.7007,2.6443,0.1318,0.0064,5040.3800,8.5252,4069.8109,8.3114,6940.0986,8.8451,0.2139,0.4007,-0.2690
2015-10-29,5.0658,7.6225,0.7227,310.6400,8.7386,5.1678,0.7355,5.1379,0.7273,8.4814,240.1779,0.8415,5.4740,11.8694,7111.3612,0.0082,0.7765,2.7470,242.5645,8.4913,5.1390,0.7276,0.0003,0.7006,2.6441,0.1454,0.0061,5071.0400,8.5313,4071.3758,8.3117,6942.7672,8.8455,0.2196,0.4114,-0.2659
2015-10-30,5.0685,7.6230,0.7228,324.4200,8.7820,5.1727,0.7369,5.1382,0.7274,8.4838,240.7676,0.8416,5.4741,11.8715,7125.8517,0.0095,0.7885,2.7624,243.0581,8.4933,5.1393,0.7277,0.0003,0.7004,2.6440,0.1663,0.0059,5079.7600,8.5330,4072.9413,8.3121,6945.4368,8.8458,0.2209,0.4139,-0.2476
2015-10-31,5.0712,7.6236,0.7229,318.1200,8.7624,5.1705,0.7363,5.1385,0.7275,8.4863,241.3586,0.8417,5.4743,11.8735,7140.3632,0.0088,0.7820,2.7541,243.5548,8.4953,5.1395,0.7278,0.0003,0.7003,2.6438,0.1551,0.0056,5079.7600,8.5330,4074.5074,8.3125,6948.1074,8.8462,0.2205,0.4132,-0.2581
2015-11-01,5.0740,7.6241,0.7230,316.5400,8.7574,5.1699,0.7361,5.1387,0.7276,8.4887,241.9510,0.8417,5.4745,11.8756,7154.8958,0.0086,0.7798,2.7513,244.0545,8.4974,5.1398,0.7278,0.0003,0.7002,2.6436,0.1513,0.0054,5079.7600,8.5330,4076.0742,8.3129,6950.7791,8.8466,0.2201,0.4124,-0.2611
2015-11-02,5.0767,7.6247,0.7231,347.8900,8.8519,5.1806,0.7392,5.1390,0.7276,8.4912,242.5446,0.8418,5.4747,11.8776,7169.4494,0.0115,0.8066,2.7850,244.5575,8.4995,5.1400,0.7279,0.0003,0.7001,2.6434,0.1970,0.0051,5065.6400,8.5302,4077.6415,8.3133,6953.4518,8.8470,0.2170,0.4065,-0.2096
2015-11-03,5.0795,7.6252,0.7232,389.2200,8.9641,5.1932,0.7428,5.1393,0.7277,8.4936,243.1395,0.8419,5.4748,11.8796,7184.0241,0.0150,0.8375,2.8227,245.0635,8.5015,5.1402,0.7280,0.0003,0.6999,2.6432,0.2480,0.0049,5114.3100,8.5398,4079.2094,8.3137,6956.1255,8.8474,0.2261,0.4237,-0.1757
2015-11-04,5.0822,7.6257,0.7233,445.4500,9.0991,5.2082,0.7471,5.1396,0.7278,8.4961,243.7357,0.8420,5.4750,11.8816,7198.6199,0.0193,0.8737,2.8650,245.5727,8.5036,5.1405,0.7280,0.0002,0.6998,2.6431,0.3053,0.0047,5155.6200,8.5478,4080.7779,8.3140,6958.8002,8.8478,0.2338,0.4381,-0.1327
2015-11-05,5.0849,7.6263,0.7234,401.9200,8.9963,5.1968,0.7438,5.1399,0.7279,8.4985,244.3332,0.8421,5.4752,11.8837,7213.2369,0.0159,0.8451,2.8317,246.0851,8.5057,5.1407,0.7281,0.0002,0.6997,2.6429,0.2602,0.0044,5144.1500,8.5456,4082.3470,8.3144,6961.4760,8.8481,0.2312,0.4332,-0.1730
2015-11-06,5.0877,7.6268,0.7235,373.3700,8.9226,5.1886,0.7414,5.1402,0.7279,8.5010,244.9321,0.8421,5.4753,11.8857,7227.8749,0.0135,0.8239,2.8062,246.6007,8.5078,5.1410,0.7282,0.0002,0.6996,2.6427,0.2257,0.0042,5124.0400,8.5417,4083.9168,8.3148,6964.1528,8.8485,0.2269,0.4251,-0.1994
2015-11-07,5.0904,7.6274,0.7236,383.4700,8.9493,5.1916,0.7423,5.1405,0.7280,8.5034,245.5323,0.8422,5.4755,11.8877,7242.5341,0.0143,0.8307,2.8145,247.1194,8.5099,5.1412,0.7282,0.0002,0.6995,2.6426,0.2369,0.0040,5124.0400,8.5417,4085.4871,8.3152,6966.8306,8.8489,0.2265,0.4244,-0.1875
2015-11-08,5.0932,7.6279,0.7237,381.1200,8.9431,5.1909,0.7421,5.1408,0.7281,8.5059,246.1338,0.8423,5.4757,11.8898,7257.2145,0.0140,0.8283,2.8116,247.6413,8.5120,5.1415,0.7283,0.0002,0.6994,2.6424,0.2329,0.0038,5124.0400,8.5417,4087.0580,8.3156,6969.5095,8.8493,0.2261,0.4237,-0.1907
2015-11-09,5.0959,7.6284,0.7238,376.5400,8.9310,5.1895,0.7417,5.1410,0.7282,8.5083,246.7366,0.8424,5.4758,11.8918,7271.9160,0.0135,0.8242,2.8066,248.1665,8.5141,5.1417,0.7284,0.0002,0.6993,2.6423,0.2262,0.0036,5128.9400,8.5427,4088.6296,8.3160,6972.1894,8.8497,0.2267,0.4247,-0.1985
2015-11-10,5.0986,7.6290,0.7239,356.9600,8.8776,5.1835,0.7400,5.1413,0.7283,8.5108,247.3407,0.8424,5.4760,11.8938,7286.6387,0.0117,0.8083,2.7872,248.6949,8.5162,5.1420,0.7284,0.0002,0.6992,2.6421,0.1999,0.0034,5068.5500,8.5308,4090.2017,8.3163,6974.8703,8.8501,0.2145,0.4018,-0.2019
2015-11-11,5.1014,7.6295,0.7240,313.3100,8.7472,5.1687,0.7358,5.1416,0.7283,8.5132,247.9462,0.8425,5.4762,11.8958,7301.3825,0.0075,0.7696,2.7381,249.2265,8.5184,5.1422,0.7285,0.0002,0.6991,2.6420,0.1333,0.0032,5098.1300,8.5366,4091.7745,8.3167,6977.5523,8.8505,0.2199,0.4120,-0.2787
2015-11-12,5.1041,7.6300,0.7241,326.5900,8.7887,5.1735,0.7371,5.1419,0.7284,8.5157,248.5530,0.8426,5.4764,11.8978,7316.1476,0.0087,0.7811,2.7530,249.7614,8.5205,5.1425,0.7286,0.0002,0.6990,2.6418,0.1535,0.0030,5043.1000,8.5258,4093.3478,8.3171,6980.2352,8.8508,0.2087,0.3910,-0.2374
2015-11-13,5.1068,7.6306,0.7242,334.0600,8.8113,5.1760,0.7379,5.1422,0.7285,8.5181,249.1611,0.8427,5.4765,11.8999,7330.9339,0.0094,0.7870,2.7605,250.2996,8.5227,5.1427,0.7286,0.0001,0.6989,2.6417,0.1637,0.0028,4980.8600,8.5134,4094.9218,8.3175,6982.9193,8.8512,0.1959,0.3670,-0.2032
2015-11-14,5.1096,7.6311,0.7243,335.4400,8.8154,5.1765,0.7380,5.1425,0.7286,8.5205,249.7706,0.8428,5.4767,11.9019,7345.7415,0.0094,0.7875,2.7611,250.8410,8.5248,5.1430,0.7287,0.0001,0.6988,2.6416,0.1646,0.0027,4980.8600,8.5134,4096.4963,8.3179,6985.6043,8.8516,0.1955,0.3662,-0.2017
2015-11-15,5.1123,7.6317,0.7244,323.8500,8.7803,5.1725,0.7369,5.1428,0.7287,8.5230,250.3814,0.8428,5.4769,11.9039,7360.5703,0.0082,0.7765,2.7470,251.3858,8.5270,5.1432,0.7288,0.0001,0.6987,2.6415,0.1454,0.0025,4980.8600,8.5134,4098.0715,8.3183,6988.2904,8.8520,0.1951,0.3655,-0.2201
2015-11-16,5.1151,7.6322,0.7245,324.6000,8.7826,5.1728,0.7370,5.1431,0.7287,8.5254,250.9935,0.8429,5.4770,11.9059,7375.4204,0.0082,0.7764,2.7469,251.9339,8.5292,5.1435,0.7288,0.0001,0.6986,2.6413,0.1454,0.0023,4916.1400,8.5003,4099.6473,8.3187,6990.9775,8.8524,0.1816,0.3403,-0.1949
2015-11-17,5.1178,7.6327,0.7246,336.4000,8.8183,5.1768,0.7381,5.1433,0.7288,8.5279,251.6070,0.8430,5.4772,11.9079,7390.2917,0.0093,0.7862,2.7595,252.4853,8.5314,5.1437,0.7289,0.0001,0.6985,2.6412,0.1623,0.0022,4991.7100,8.5155,4101.2237,8.3190,6993.6656,8.8528,0.1965,0.3682,-0.2058
2015-11-18,5.1205,7.6333,0.7247,334.5000,8.8126,5.1762,0.7379,5.1436,0.7289,8.5303,252.2218,0.8431,5.4774,11.9099,7405.1843,0.0090,0.7838,2.7564,253.0400,8.5335,5.1440,0.7290,0.0001,0.6985,2.6411,0.1582,0.0020,5004.6000,8.5181,4102.8007,8.3194,6996.3548,8.8531,0.1987,0.3723,-0.2140
2015-11-19,5.1233,7.6338,0.7248,331.9900,8.8051,5.1753,0.7377,5.1439,0.7290,8.5327,252.8380,0.8431,5.4775,11.9119,7420.0982,0.0087,0.7809,2.7527,253.5982,8.5358,5.1443,0.7291,0.0001,0.6984,2.6410,0.1532,0.0019,5078.6700,8.5328,4104.3783,8.3198,6999.0450,8.8535,0.2130,0.3991,-0.2459
